date,home_team,away_team,home_score,away_score,tournament,neutral
2018-12-18,Ivory Coast,Turkey,3,0,Friendly,1
2018-12-19,Poland,Ivory Coast,2,0,Qualifier,0
2018-12-20,Serbia,Nigeria,2,0,Qualifier,1
2018-12-21,Australia,Uzbekistan,4,1,Qualifier,0
2018-12-21,Jamaica,Iran,0,4,Qualifier,1
2018-12-22,Iran,Spain,1,4,Qualifier,1
2018-12-23,Mexico,Belgium,2,1,Friendly,0
2018-12-23,Ecuador,Iran,0,1,Qualifier,0
2018-12-24,Canada,United States,2,1,Qualifier,0
2018-12-25,Ecuador,Egypt,2,1,Friendly,0
2018-12-26,Uruguay,Canada,5,2,Qualifier,0
2018-12-26,Ghana,Paraguay,4,0,Friendly,0
2018-12-27,Portugal,Austria,3,0,Qualifier,1
2018-12-28,Australia,Cameroon,1,0,Qualifier,0
2018-12-29,Portugal,Germany,0,1,Qualifier,1
2018-12-29,Tunisia,Saudi Arabia,0,1,Qualifier,0
2018-12-30,Uzbekistan,Switzerland,0,0,Friendly,1
2018-12-31,Japan,Nigeria,2,1,Qualifier,1
2019-01-01,Ivory Coast,Bolivia,0,0,Friendly,0
2019-01-01,Tunisia,Bolivia,5,0,Qualifier,1
2019-01-02,Iraq,Switzerland,0,0,Friendly,0
2019-01-03,Ghana,France,0,0,Qualifier,0
2019-01-03,Saudi Arabia,Turkey,1,3,Qualifier,0
2019-01-04,Iraq,Spain,1,3,Qualifier,0
2019-01-05,Australia,Turkey,0,1,Friendly,0
2019-01-06,Qatar,Nigeria,1,2,Friendly,1
2019-01-06,Ivory Coast,Jamaica,3,1,Qualifier,0
2019-01-07,Serbia,DR Congo,0,0,Qualifier,0
2019-01-08,Iraq,Tunisia,2,1,Qualifier,0
2019-01-09,Morocco,Japan,4,0,Friendly,0
2019-01-09,England,Serbia,4,0,Qualifier,1
2019-01-10,Ukraine,Cameroon,0,2,Friendly,0
2019-01-11,Cameroon,United States,2,2,Qualifier,0
2019-01-11,Portugal,Austria,5,0,Qualifier,1
2019-01-12,South Korea,Uzbekistan,1,1,Qualifier,0
2019-01-13,Australia,Ivory Coast,1,1,Qualifier,1
2019-01-14,Saudi Arabia,Cameroon,1,0,Qualifier,0
2019-01-14,Spain,Mexico,2,0,Friendly,0
2019-01-15,Mexico,Ukraine,1,0,Qualifier,1
2019-01-16,Senegal,Iran,2,0,Qualifier,0
2019-01-17,Qatar,Canada,1,1,Qualifier,1
2019-01-17,Senegal,Brazil,2,0,Qualifier,0
2019-01-18,Senegal,Germany,0,1,Friendly,1
2019-01-19,Italy,Jamaica,1,2,Qualifier,0
2019-01-19,Japan,Ghana,1,0,Friendly,0
2019-01-20,Austria,Nigeria,0,1,Qualifier,0
2019-01-21,France,Cameroon,5,0,Friendly,0
2019-01-22,Argentina,Egypt,4,0,Qualifier,0
2019-01-22,Ivory Coast,Japan,1,1,Friendly,1
2019-01-23,Saudi Arabia,Uzbekistan,5,1,Qualifier,1
2019-01-24,Ivory Coast,Turkey,3,0,Friendly,0
2019-01-25,Spain,Canada,2,0,Qualifier,0
2019-01-25,Italy,France,1,1,Qualifier,0
2019-01-26,Uruguay,South Korea,1,0,Qualifier,0
2019-01-27,Morocco,Tunisia,1,2,Qualifier,0
2019-01-28,Austria,Uzbekistan,3,1,Qualifier,1
2019-01-28,Egypt,France,0,1,Friendly,0
2019-01-29,Nigeria,Iran,1,1,Qualifier,0
2019-01-30,Portugal,Denmark,0,1,Qualifier,0
2019-01-30,Nigeria,Mexico,0,2,Friendly,0
2019-01-31,Netherlands,Croatia,1,1,Friendly,0
2019-02-01,Japan,Egypt,2,1,Qualifier,1
2019-02-02,Spain,Ghana,4,0,Qualifier,0
2019-02-02,Egypt,Nigeria,5,2,Qualifier,0
2019-02-03,New Zealand,Senegal,1,2,Qualifier,0
2019-02-04,Ecuador,Senegal,2,0,Friendly,0
2019-02-05,Costa Rica,Paraguay,0,3,Qualifier,0
2019-02-05,South Korea,Mexico,1,0,Qualifier,0
2019-02-06,Canada,Turkey,0,0,Qualifier,1
2019-02-07,New Zealand,Senegal,0,0,Qualifier,1
2019-02-07,Argentina,Turkey,4,1,Friendly,0
2019-02-08,Uzbekistan,Ghana,1,1,Qualifier,0
2019-02-09,Paraguay,Colombia,1,3,Friendly,0
2019-02-10,New Zealand,Portugal,0,2,Friendly,1
2019-02-10,Ghana,South Korea,0,3,Friendly,0
2019-02-11,Qatar,Ecuador,2,3,Qualifier,0
2019-02-12,Austria,Canada,3,0,Friendly,1
2019-02-13,Panama,Ecuador,1,1,Qualifier,0
2019-02-13,Mexico,Tunisia,1,1,Qualifier,0
2019-02-14,Ivory Coast,Switzerland,1,1,Friendly,0
2019-02-15,Colombia,Tunisia,4,1,Friendly,0
2019-02-15,Jamaica,Poland,0,2,Friendly,0
2019-02-16,Morocco,Panama,1,0,Friendly,0
2019-02-17,Iran,Japan,3,2,Qualifier,0
2019-02-18,Croatia,Paraguay,3,1,Friendly,0
2019-02-18,Iraq,Ukraine,0,1,Friendly,0
2019-02-19,Canada,Poland,4,1,Qualifier,0
2019-02-20,Japan,Uzbekistan,3,0,Qualifier,0
2019-02-21,Costa Rica,Tunisia,0,0,Qualifier,0
2019-02-21,Ecuador,Uzbekistan,3,0,Qualifier,0
2019-02-22,Uruguay,Iraq,0,0,Qualifier,0
2019-02-23,Ecuador,Saudi Arabia,4,0,Friendly,0
2019-02-24,Colombia,Australia,1,1,Friendly,0
2019-02-24,Japan,Ghana,3,0,Qualifier,1
2019-02-25,Uruguay,Ukraine,2,1,Qualifier,0
2019-02-26,Serbia,Poland,0,2,Friendly,0
2019-02-26,Mexico,Ghana,3,0,Friendly,0
2019-02-27,South Korea,Qatar,2,1,Qualifier,0
2019-02-28,Nigeria,Panama,1,1,Friendly,0
2019-03-01,Uruguay,Italy,0,1,Qualifier,0
2019-03-01,Turkey,Uzbekistan,3,0,Qualifier,0
2019-03-02,Cameroon,Ecuador,1,4,Qualifier,0
2019-03-03,Belgium,Ghana,6,0,Friendly,1
2019-03-04,Cameroon,Paraguay,2,0,Qualifier,0
2019-03-04,Brazil,Turkey,4,0,Qualifier,0
2019-03-05,Canada,Ivory Coast,1,2,Qualifier,0
2019-03-06,Bolivia,Ghana,1,1,Qualifier,0
2019-03-06,Iraq,Senegal,1,2,Friendly,0
2019-03-07,Austria,Costa Rica,0,0,Friendly,1
2019-03-08,Austria,Morocco,1,1,Qualifier,0
2019-03-09,England,Bolivia,5,0,Friendly,0
2019-03-09,Costa Rica,Switzerland,1,0,Qualifier,0
2019-03-10,United States,Brazil,0,1,Friendly,0
2019-03-11,Argentina,Panama,3,0,Qualifier,0
2019-03-12,Japan,Algeria,1,0,Qualifier,1
2019-03-12,Portugal,Uruguay,3,4,Qualifier,0
2019-03-13,Ecuador,Serbia,0,0,Qualifier,1
2019-03-14,Panama,Ghana,1,1,Qualifier,0
2019-03-15,Austria,Italy,1,0,Qualifier,0
2019-03-15,Croatia,DR Congo,2,0,Qualifier,1
2019-03-16,Canada,Japan,2,0,Friendly,1
2019-03-17,Saudi Arabia,Ukraine,0,3,Friendly,0
2019-03-17,Poland,Brazil,1,2,Friendly,0
2019-03-18,Argentina,Saudi Arabia,3,1,Qualifier,0
2019-03-19,Ivory Coast,Qatar,2,0,Qualifier,0
2019-03-20,Turkey,France,3,1,Qualifier,0
2019-03-20,Denmark,Paraguay,3,1,Qualifier,1
2019-03-21,Croatia,Spain,2,2,Qualifier,0
2019-03-22,Ghana,Costa Rica,1,2,Friendly,0
2019-03-23,Serbia,Spain,2,0,Friendly,0
2019-03-23,Morocco,Algeria,2,2,Qualifier,0
2019-03-24,Costa Rica,England,0,2,Friendly,0
2019-03-25,Jamaica,Mexico,0,2,Qualifier,0
2019-03-25,Paraguay,Poland,2,1,Qualifier,0
2019-03-26,Qatar,England,0,1,Qualifier,0
2019-03-27,Germany,Paraguay,1,1,Qualifier,1
2019-03-28,Canada,Cameroon,3,3,Friendly,0
2019-03-28,Australia,Denmark,0,0,Friendly,0
2019-03-29,Brazil,Germany,0,1,Friendly,0
2019-03-30,South Korea,France,2,1,Friendly,0
2019-03-31,Qatar,Netherlands,0,1,Qualifier,0
2019-03-31,Belgium,Portugal,1,0,Qualifier,0
2019-04-01,Colombia,Switzerland,2,0,Qualifier,0
2019-04-02,Turkey,Colombia,1,0,Qualifier,0
2019-04-02,Mexico,England,0,2,Friendly,0
2019-04-03,Switzerland,Paraguay,3,0,Qualifier,0
2019-04-04,Uruguay,Croatia,1,0,Qualifier,0
2019-04-05,Italy,South Korea,7,0,Qualifier,0
2019-04-05,Serbia,Poland,1,0,Qualifier,0
2019-04-06,South Korea,Uzbekistan,4,1,Qualifier,0
2019-04-07,Poland,Ukraine,3,0,Qualifier,0
2019-04-08,Jamaica,Netherlands,0,2,Friendly,0
2019-04-08,Argentina,Nigeria,2,0,Friendly,0
2019-04-09,Uruguay,Iran,0,0,Friendly,0
2019-04-10,Austria,Qatar,3,0,Friendly,0
2019-04-11,Algeria,Panama,0,2,Friendly,0
2019-04-11,Ecuador,Serbia,2,0,Friendly,0
2019-04-12,Poland,Colombia,4,1,Qualifier,0
2019-04-13,Spain,Portugal,6,0,Qualifier,1
2019-04-13,Italy,Jamaica,4,1,Qualifier,0
2019-04-14,Switzerland,Qatar,1,0,Qualifier,0
2019-04-15,Austria,Denmark,2,1,Friendly,0
2019-04-16,Algeria,Brazil,1,1,Qualifier,0
2019-04-16,Mexico,Spain,0,2,Qualifier,0
2019-04-17,Panama,Switzerland,1,1,Friendly,0
2019-04-18,New Zealand,Cameroon,1,6,Qualifier,0
2019-04-19,Ecuador,Poland,0,1,Qualifier,1
2019-04-19,Portugal,Cameroon,6,0,Qualifier,1
2019-04-20,Spain,Panama,5,0,Qualifier,1
2019-04-21,Senegal,Portugal,0,1,Friendly,0
2019-04-21,Spain,Ivory Coast,4,0,Friendly,0
2019-04-22,Qatar,Canada,1,0,Friendly,0
2019-04-23,Australia,Spain,1,2,Qualifier,0
2019-04-24,Iran,Australia,3,0,Friendly,1
2019-04-24,Morocco,Mexico,3,0,Qualifier,0
2019-04-25,Paraguay,Belgium,1,1,Qualifier,1
2019-04-26,Switzerland,Bolivia,3,1,Qualifier,0
2019-04-27,New Zealand,Italy,2,5,Qualifier,0
2019-04-27,France,Cameroon,6,1,Friendly,1
2019-04-28,Serbia,Iraq,3,0,Qualifier,1
2019-04-29,Qatar,Ukraine,0,0,Qualifier,0
2019-04-29,Brazil,Morocco,1,1,Friendly,0
2019-04-30,Argentina,South Korea,6,0,Qualifier,0
2019-05-01,Serbia,Paraguay,2,1,Qualifier,0
2019-05-02,Panama,France,2,3,Qualifier,0
2019-05-02,Costa Rica,Canada,1,1,Qualifier,1
2019-05-03,Paraguay,Cameroon,2,2,Friendly,0
2019-05-04,New Zealand,Turkey,2,3,Friendly,0
2019-05-05,Colombia,Belgium,0,1,Qualifier,0
2019-05-05,Cameroon,Germany,0,0,Qualifier,0
2019-05-06,Uruguay,England,0,1,Qualifier,1
2019-05-07,Morocco,New Zealand,4,2,Qualifier,0
2019-05-08,France,Mexico,1,1,Qualifier,0
2019-05-08,Mexico,Algeria,3,2,Qualifier,0
2019-05-09,Uruguay,Brazil,1,1,Friendly,1
2019-05-10,Senegal,Iran,3,2,Friendly,1
2019-05-10,Panama,Saudi Arabia,0,1,Friendly,0
2019-05-11,Iran,Egypt,3,2,Qualifier,0
2019-05-12,Netherlands,Senegal,2,0,Qualifier,1
2019-05-13,Poland,Switzerland,4,1,Friendly,0
2019-05-13,Italy,Nigeria,3,1,Qualifier,0
2019-05-14,Australia,South Korea,2,0,Qualifier,0
2019-05-15,Uzbekistan,England,0,2,Qualifier,1
2019-05-16,Ivory Coast,Argentina,0,3,Qualifier,0
2019-05-16,Ivory Coast,Spain,0,0,Friendly,0
2019-05-17,Saudi Arabia,Croatia,0,1,Friendly,0
2019-05-18,Costa Rica,Egypt,0,4,Qualifier,0
2019-05-18,Cameroon,Uzbekistan,4,0,Qualifier,0
2019-05-19,Egypt,Mexico,2,2,Qualifier,0
2019-05-20,Australia,New Zealand,1,1,Friendly,0
2019-05-21,Cameroon,United States,2,1,Qualifier,0
2019-05-21,Mexico,United States,1,0,Qualifier,0
2019-05-22,Argentina,Canada,5,1,Qualifier,1
2019-05-23,Turkey,Ghana,1,1,Qualifier,0
2019-05-24,South Korea,Denmark,3,0,Friendly,0
2019-05-24,Netherlands,Iran,2,1,Qualifier,0
2019-05-25,Uzbekistan,Nigeria,2,0,Qualifier,0
2019-05-26,Panama,Serbia,0,0,Qualifier,0
2019-05-26,Germany,Ecuador,2,2,Friendly,0
2019-05-27,Bolivia,Algeria,1,4,Qualifier,1
2019-05-28,Iran,Italy,0,1,Friendly,0
2019-05-29,Japan,Mexico,3,0,Qualifier,1
2019-05-29,Costa Rica,Canada,0,4,Qualifier,1
2019-05-30,Ukraine,Italy,0,1,Qualifier,0
2019-05-31,Australia,Senegal,1,1,Friendly,0
2019-06-01,France,England,3,1,Qualifier,1
2019-06-01,Ukraine,Bolivia,3,0,Qualifier,1
2019-06-02,Canada,England,1,0,Qualifier,0
2019-06-03,France,Iran,3,1,Qualifier,0
2019-06-04,Poland,Croatia,0,3,Qualifier,0
2019-06-04,Croatia,Japan,3,1,Friendly,0
2019-06-05,Egypt,Canada,1,3,Friendly,0
2019-06-06,Japan,Qatar,2,1,Friendly,0
2019-06-06,Iran,Morocco,5,1,Friendly,1
2019-06-07,Ecuador,Japan,3,3,Friendly,0
2019-06-08,Switzerland,Cameroon,2,0,Qualifier,0
2019-06-09,Saudi Arabia,Paraguay,0,1,Friendly,0
2019-06-09,Turkey,Japan,1,1,Friendly,0
2019-06-10,Ecuador,Algeria,2,0,Friendly,0
2019-06-11,Canada,Austria,2,0,Qualifier,0
2019-06-12,South Korea,Qatar,1,0,Qualifier,1
2019-06-12,Ecuador,Bolivia,3,0,Friendly,0
2019-06-13,Switzerland,Portugal,1,0,Qualifier,0
2019-06-14,Belgium,Spain,1,0,Friendly,0
2019-06-14,Morocco,Italy,1,2,Qualifier,1
2019-06-15,Iraq,Costa Rica,4,1,Friendly,0
2019-06-16,Ukraine,Bolivia,3,1,Friendly,0
2019-06-17,Qatar,Italy,0,0,Friendly,0
2019-06-17,Iraq,France,0,3,Friendly,0
2019-06-18,Canada,Turkey,0,0,Qualifier,1
2019-06-19,Ivory Coast,Croatia,2,3,Qualifier,0
2019-06-20,Switzerland,Netherlands,0,1,Qualifier,1
2019-06-20,France,Ukraine,6,0,Friendly,0
2019-06-21,Saudi Arabia,Egypt,1,1,Qualifier,0
2019-06-22,Panama,Brazil,0,0,Qualifier,0
2019-06-23,Brazil,Morocco,3,1,Qualifier,1
2019-06-23,South Korea,Switzerland,0,1,Friendly,0
2019-06-24,Bolivia,Uzbekistan,2,0,Friendly,0
2019-06-25,New Zealand,Uruguay,0,1,Qualifier,0
2019-06-25,Turkey,Senegal,1,2,Qualifier,0
2019-06-26,Denmark,Australia,1,0,Qualifier,0
2019-06-27,Denmark,Costa Rica,4,0,Friendly,0
2019-06-28,Nigeria,DR Congo,2,0,Qualifier,1
2019-06-28,Mexico,Japan,4,0,Qualifier,0
2019-06-29,Turkey,Saudi Arabia,1,0,Friendly,0
2019-06-30,Paraguay,Saudi Arabia,0,1,Qualifier,1
2019-07-01,Portugal,Spain,1,2,Qualifier,0
2019-07-01,DR Congo,Croatia,0,1,Qualifier,1
2019-07-02,Uruguay,Ivory Coast,5,4,Qualifier,0
2019-07-03,Netherlands,Qatar,4,0,Qualifier,1
2019-07-03,Algeria,Portugal,0,1,Qualifier,0
2019-07-04,Australia,Japan,2,2,Friendly,0
2019-07-05,South Korea,Cameroon,1,2,Friendly,0
2019-07-06,Belgium,Portugal,2,1,Friendly,1
2019-07-06,Panama,Cameroon,3,3,Qualifier,0
2019-07-07,South Korea,Morocco,2,1,Qualifier,0
2019-07-08,Japan,Bolivia,3,0,Qualifier,0
2019-07-09,Argentina,Uruguay,2,2,Friendly,0
2019-07-09,Australia,Egypt,3,1,Qualifier,0
2019-07-10,Italy,Turkey,2,1,Friendly,0
2019-07-11,Ghana,Portugal,0,3,Friendly,1
2019-07-11,Tunisia,Portugal,0,2,Friendly,1
2019-07-12,Uruguay,Tunisia,3,0,Qualifier,0
2019-07-13,Belgium,Ecuador,3,0,Friendly,0
2019-07-14,Italy,Bolivia,4,0,Qualifier,0
2019-07-14,Italy,South Korea,5,0,Qualifier,0
2019-07-15,Nigeria,France,0,1,Friendly,0
2019-07-16,Ivory Coast,New Zealand,4,2,Qualifier,0
2019-07-17,Argentina,Austria,6,0,Qualifier,0
2019-07-17,United States,Cameroon,2,4,Qualifier,1
2019-07-18,New Zealand,Ukraine,2,1,Qualifier,0
2019-07-19,Germany,Ukraine,6,1,Qualifier,0
2019-07-20,Ghana,Ivory Coast,0,1,Qualifier,0
2019-07-20,Italy,Saudi Arabia,3,0,Friendly,0
2019-07-21,New Zealand,Italy,0,1,Friendly,0
2019-07-22,Poland,New Zealand,0,0,Friendly,1
2019-07-22,Jamaica,Qatar,2,2,Qualifier,1
2019-07-23,United States,England,1,2,Friendly,1
2019-07-24,Uruguay,Italy,0,1,Qualifier,0
2019-07-25,Belgium,Iran,4,2,Qualifier,0
2019-07-25,Morocco,Ukraine,6,1,Qualifier,0
2019-07-26,Panama,Ecuador,3,4,Friendly,0
2019-07-27,Netherlands,Uruguay,0,0,Friendly,1
2019-07-28,Uruguay,Japan,0,1,Friendly,1
2019-07-28,Cameroon,United States,1,1,Qualifier,0
2019-07-29,Iraq,Ukraine,0,2,Qualifier,1
2019-07-30,Switzerland,Saudi Arabia,3,0,Qualifier,0
2019-07-30,Senegal,Denmark,1,2,Friendly,0
2019-07-31,Panama,Switzerland,1,0,Friendly,0
2019-08-01,Germany,Serbia,5,2,Qualifier,0
2019-08-02,Australia,Algeria,1,2,Friendly,0
2019-08-02,France,Italy,2,1,Qualifier,0
2019-08-03,Spain,Senegal,4,0,Qualifier,0
2019-08-04,Paraguay,Argentina,0,1,Qualifier,0
2019-08-05,Paraguay,Brazil,0,1,Qualifier,0
2019-08-05,Turkey,Poland,1,1,Friendly,0
2019-08-06,Morocco,Panama,2,1,Qualifier,0
2019-08-07,Croatia,Colombia,2,1,Friendly,0
2019-08-08,Uruguay,Spain,0,3,Qualifier,0
2019-08-08,Bolivia,Spain,1,4,Friendly,1
2019-08-09,Netherlands,Iraq,4,0,Qualifier,0
2019-08-10,United States,Netherlands,0,3,Friendly,0
2019-08-10,Panama,Saudi Arabia,2,2,Friendly,0
2019-08-11,Australia,Egypt,2,1,Friendly,0
2019-08-12,Uruguay,Turkey,1,1,Qualifier,0
2019-08-13,Uruguay,Cameroon,4,1,Qualifier,1
2019-08-13,Belgium,Costa Rica,5,0,Qualifier,0
2019-08-14,Croatia,Iran,1,0,Friendly,0
2019-08-15,Uruguay,Switzerland,1,3,Friendly,0
2019-08-16,Morocco,Brazil,0,3,Qualifier,0
2019-08-16,Uzbekistan,Ghana,0,0,Qualifier,0
2019-08-17,Uruguay,Australia,5,0,Qualifier,0
2019-08-18,Iraq,Uruguay,0,2,Friendly,0
2019-08-18,Germany,Uzbekistan,2,1,Friendly,0
2019-08-19,Brazil,Poland,1,0,Qualifier,0
2019-08-20,Serbia,Mexico,1,1,Friendly,0
2019-08-21,Iraq,Belgium,1,4,Qualifier,0
2019-08-21,England,Turkey,1,0,Friendly,1
2019-08-22,Japan,Qatar,5,0,Qualifier,0
2019-08-23,France,Japan,6,1,Qualifier,0
2019-08-24,Algeria,Jamaica,3,0,Friendly,0
2019-08-24,Belgium,Ivory Coast,5,2,Friendly,0
2019-08-25,Ukraine,Algeria,2,3,Qualifier,0
2019-08-26,Brazil,Italy,1,1,Friendly,0
2019-08-26,United States,Cameroon,0,2,Friendly,0
2019-08-27,Australia,Denmark,0,2,Friendly,0
2019-08-28,Iraq,Japan,0,1,Qualifier,0
2019-08-29,Costa Rica,Senegal,1,2,Qualifier,1
2019-08-29,Portugal,France,0,0,Qualifier,0
2019-08-30,England,Ghana,10,1,Friendly,0
2019-08-31,Canada,Portugal,0,1,Qualifier,0
2019-09-01,Canada,Iraq,0,3,Qualifier,1
2019-09-01,Canada,Switzerland,1,1,Friendly,0
2019-09-02,Paraguay,Jamaica,1,0,Qualifier,0
2019-09-03,Qatar,Denmark,0,0,Friendly,0
2019-09-04,Egypt,New Zealand,3,1,Friendly,0
2019-09-04,Italy,Spain,1,1,Friendly,1
2019-09-05,Portugal,Brazil,0,1,Qualifier,0
2019-09-06,Colombia,Algeria,5,2,Friendly,0
2019-09-06,Ecuador,Argentina,1,3,Friendly,0
2019-09-07,Uruguay,United States,4,0,Friendly,1
2019-09-08,Iran,Costa Rica,2,0,Friendly,0
2019-09-09,Panama,Uzbekistan,0,3,Qualifier,0
2019-09-09,Jamaica,Serbia,1,2,Qualifier,0
2019-09-10,Denmark,Turkey,2,0,Qualifier,0
2019-09-11,Qatar,Uzbekistan,1,1,Friendly,0
2019-09-12,Ghana,Croatia,2,3,Qualifier,0
2019-09-12,Colombia,Denmark,7,0,Qualifier,0
2019-09-13,Panama,Germany,1,2,Friendly,0
2019-09-14,Ghana,Ukraine,2,0,Friendly,0
2019-09-14,Uzbekistan,Qatar,1,1,Friendly,0
2019-09-15,New Zealand,Serbia,0,1,Qualifier,0
2019-09-16,Costa Rica,Nigeria,2,3,Friendly,1
2019-09-17,Panama,Mexico,2,0,Qualifier,0
2019-09-17,United States,Canada,2,0,Friendly,0
2019-09-18,Qatar,Tunisia,0,0,Friendly,0
2019-09-19,Ghana,Italy,0,0,Friendly,1
2019-09-20,Senegal,Ghana,1,0,Friendly,0
2019-09-20,Panama,Ghana,3,0,Qualifier,0
2019-09-21,Spain,Brazil,3,1,Qualifier,0
2019-09-22,Argentina,Morocco,0,0,Qualifier,0
2019-09-22,Argentina,Canada,3,0,Friendly,0
2019-09-23,Senegal,Serbia,3,0,Qualifier,0
2019-09-24,Portugal,Australia,4,0,Friendly,0
2019-09-25,Saudi Arabia,Germany,0,1,Friendly,0
2019-09-25,Ghana,Italy,0,3,Qualifier,0
2019-09-26,Switzerland,Paraguay,3,0,Qualifier,1
2019-09-27,Germany,Egypt,2,1,Friendly,0
2019-09-28,Paraguay,Uzbekistan,3,0,Qualifier,0
2019-09-28,Uzbekistan,Spain,0,0,Friendly,0
2019-09-29,Australia,Portugal,1,3,Qualifier,0
2019-09-30,United States,Argentina,1,2,Qualifier,0
2019-10-01,Italy,Serbia,2,0,Friendly,0
2019-10-01,Ukraine,Spain,0,5,Friendly,1
2019-10-02,Ghana,Japan,1,3,Friendly,1
2019-10-03,Australia,Uzbekistan,2,0,Qualifier,1
2019-10-03,Belgium,Mexico,1,0,Friendly,0
2019-10-04,Switzerland,Ghana,4,0,Qualifier,0
2019-10-05,Canada,Saudi Arabia,2,0,Qualifier,0
2019-10-06,Austria,Saudi Arabia,3,1,Qualifier,0
2019-10-06,Belgium,Australia,1,0,Friendly,0
2019-10-07,Paraguay,Croatia,0,1,Qualifier,0
2019-10-08,Saudi Arabia,Japan,1,0,Qualifier,1
2019-10-09,Bolivia,Senegal,0,4,Friendly,0
2019-10-09,Senegal,Ivory Coast,2,0,Qualifier,0
2019-10-10,Brazil,Ivory Coast,4,0,Qualifier,1
2019-10-11,Qatar,Turkey,0,2,Friendly,0
2019-10-11,Panama,Saudi Arabia,0,0,Friendly,0
2019-10-12,United States,Spain,0,5,Qualifier,0
2019-10-13,Iran,Ukraine,0,0,Qualifier,0
2019-10-14,Tunisia,Ukraine,2,2,Qualifier,0
2019-10-14,Panama,Belgium,0,5,Qualifier,0
2019-10-15,Poland,England,1,3,Friendly,0
2019-10-16,Spain,Nigeria,1,0,Qualifier,0
2019-10-17,Algeria,Uruguay,0,0,Friendly,1
2019-10-17,Ukraine,Germany,3,2,Qualifier,0
2019-10-18,Bolivia,Costa Rica,1,0,Friendly,0
2019-10-19,Poland,Panama,1,2,Friendly,0
2019-10-20,Ukraine,Australia,1,1,Qualifier,1
2019-10-20,Australia,Egypt,4,1,Qualifier,0
2019-10-21,Senegal,Spain,1,1,Qualifier,0
2019-10-22,Egypt,Poland,4,4,Friendly,0
2019-10-22,Uzbekistan,France,0,6,Qualifier,0
2019-10-23,Algeria,Ecuador,3,1,Qualifier,0
2019-10-24,Qatar,Iran,1,0,Qualifier,1
2019-10-25,Serbia,Germany,1,4,Friendly,1
2019-10-25,Nigeria,United States,2,1,Qualifier,0
2019-10-26,Netherlands,Qatar,2,1,Friendly,0
2019-10-27,Spain,Iraq,9,0,Qualifier,0
2019-10-28,Denmark,Ecuador,2,1,Qualifier,0
2019-10-28,Ukraine,New Zealand,6,1,Qualifier,0
2019-10-29,Colombia,Iraq,1,0,Friendly,0
2019-10-30,Jamaica,Poland,1,1,Qualifier,0
2019-10-30,Poland,Qatar,2,0,Friendly,0
2019-10-31,Ecuador,France,1,1,Qualifier,0
2019-11-01,Tunisia,New Zealand,1,1,Friendly,0
2019-11-02,Croatia,Belgium,1,1,Qualifier,1
2019-11-02,Qatar,Uruguay,0,1,Qualifier,0
2019-11-03,Spain,Paraguay,7,2,Qualifier,0
2019-11-04,Qatar,United States,1,0,Friendly,0
2019-11-05,Japan,Argentina,0,2,Qualifier,0
2019-11-05,Qatar,Ukraine,1,0,Friendly,0
2019-11-06,Poland,Nigeria,1,0,Qualifier,0
2019-11-07,Switzerland,Ecuador,1,0,Qualifier,0
2019-11-07,Saudi Arabia,Iran,0,2,Qualifier,0
2019-11-08,Canada,Croatia,0,2,Friendly,0
2019-11-09,South Korea,Argentina,0,4,Friendly,0
2019-11-10,Bolivia,Algeria,0,1,Qualifier,0
2019-11-10,Brazil,Uzbekistan,5,1,Qualifier,1
2019-11-11,Paraguay,Croatia,1,2,Friendly,0
2019-11-12,Ivory Coast,Serbia,1,0,Qualifier,1
2019-11-13,United States,Australia,2,2,Friendly,1
2019-11-13,France,Serbia,2,1,Qualifier,0
2019-11-14,Saudi Arabia,Ukraine,2,0,Qualifier,0
2019-11-15,Iran,Spain,0,0,Qualifier,1
2019-11-16,England,Spain,3,0,Friendly,0
2019-11-16,Netherlands,England,1,2,Qualifier,1
2019-11-17,Algeria,Argentina,0,2,Qualifier,0
2019-11-18,Argentina,Brazil,3,2,Friendly,0
2019-11-18,Croatia,Morocco,5,2,Friendly,0
2019-11-19,Panama,Qatar,1,1,Qualifier,0
2019-11-20,Japan,Portugal,0,0,Qualifier,0
2019-11-21,Italy,Denmark,2,0,Qualifier,0
2019-11-21,Denmark,Mexico,2,0,Qualifier,0
2019-11-22,Morocco,Nigeria,0,2,Friendly,1
2019-11-23,South Korea,Serbia,0,0,Qualifier,0
2019-11-24,Cameroon,DR Congo,6,4,Qualifier,0
2019-11-24,Croatia,Bolivia,3,0,Friendly,0
2019-11-25,Egypt,Japan,2,1,Friendly,1
2019-11-26,United States,Iran,2,1,Friendly,0
2019-11-26,Algeria,France,3,3,Friendly,0
2019-11-27,Canada,Germany,0,1,Friendly,0
2019-11-28,Colombia,Netherlands,1,3,Friendly,0
2019-11-29,DR Congo,Austria,0,2,Friendly,0
2019-11-29,Germany,Costa Rica,7,0,Qualifier,0
2019-11-30,Colombia,Tunisia,6,0,Qualifier,0
2019-12-01,Iraq,Ecuador,0,1,Qualifier,0
2019-12-02,Croatia,Switzerland,1,2,Friendly,0
2019-12-02,Morocco,New Zealand,3,2,Qualifier,1
2019-12-03,Italy,Switzerland,0,0,Qualifier,1
2019-12-04,South Korea,France,1,2,Qualifier,0
2019-12-04,Portugal,Denmark,0,0,Qualifier,0
2019-12-05,Brazil,Jamaica,6,0,Qualifier,0
2019-12-06,Turkey,Iraq,3,0,Qualifier,0
